id,reviewContent
168,"I'm writing this after a complete one day use. First of all mobile looks very premium in hands. AMOLED display with notch is quite awesome. Sound output quality and call quality is good. Battery life for minimal users will be 1 and Half to 2 days. For users who browse and play games will be one day. 0-70% quick charge will happen in first 30-35 minutes and overall it takes 55mins to an hour time for full battery. An immediate security patch for better enhancements will be available. Camera quality is good pictures are coming out like awesome in all the modes. Upgraded from OnePlus 3 after two years of usage to 6t. Bought mobile for 25744 after exchange and other discounts. Phone is good at speed. Ram optimization is nice. Total available space will get is 113 GB out 128GB. You have OTG support. The Oxygen OS is terrific with customization. Will be having a default applied screen protector and also back case which is good available in box. One thing which I have noticed is the download speed from Jio SIM is bit slow for first 3 to 5 hours. After that don't know it picked up really well. Go for this phone when you need all the features at a minimum cost with premium feel.

Will let you know more after usage."
169,"Loved it, I bought OnePlus Six 3 months ago, I Just now purchased the New One Plus 6t and At this price this Phone is par from even any phone in India , I have used Y1 Y2 Note 5 Pro and Even Mi 3s pri e but Now comparison at all, You Will get the worth of your money."
170,"Let's not waste time.

Using it from 2nd Nov. 256GB Model

Sound is not noteworthy just like any other 10k-15k phones. Dual speaker slot is just for show. There is only one speaker the other one is mic. Just confirmed from OnePlus team.

Picture is just good. Reading mode is really useful for bookworms. Much like kindle readability.

Battery is no doubt awesome and so is the charging time. First time when I charged the phone, it took 1 hr 15 mins from 20% to 100%. Next time it took 40 mins.

More reviews coming up soon."
171,"It's simply a burdenless phone.Very user friendly and the oxygen os user interface is ineffably smooth.
Nice touch of elegance and strength.
Touch delay is almost zero and in performance it's a real life hero.Beauty performance and simplicity are the distinct features of this dark knight.
Fast and furious android experience mesmerized me and now it is an inseperable limb of my digital life!
I love it because I have no other choice.
Hope one plus make it more featuristic and usable because it's not only their business but also their social responsibility as this is the only brand which thinks not only to maximise the profit of the organisation but also the utility of the loyal and precious customers of them them.
Thank you Amazon for this wonderful product as their business partner and thanks to One Plus for their deep emotional involvement in the one plus community and yielding their positive response always in favour the consumers."
172,"So many reviews are already available.. not sure my review is going to make any difference.. still.. :)

The best feature is definitely the great battery life and dash charge. I have gifted this phone to my better half and she is very happy with this feature. Her earlier phone was tested and trusted companion for four years - OnePlus One.
I am using OnePlus 5 for last one and half years. So it is very clear that we are fanboys-girls of this great products.

The photography quality is pretty good and the pro mode can be very interesting to use; if you have the time to tinker with it.
The sound quality is also very good; though i prefer to hook it up to the bluetooth speakers we have at home.
Above all the basic phone functions like the reception/ data/ call quality are perfect. The screen quality is awesome (much better than my OP5).
Overall a perfect phone under 35K.
I bought it under exchange scheme against old OnePlus phone and extra card discount. it made a pretty decent deal. INR 33,349 plus another 1500 cash back on card..."
173,"Product, zero out of 10
Don't buy 6T
For all oneplus user don't move from oneplus 5 or 5T to 6T"
174,"Migrated from Oneplus 2 to Oneplus 6T and I am happy with the upgrade. After purchasing my first Oneplus 2 3 years before, I became a fan of Oneplus as I never had any issues. Oneplus 6T is having smooth navigation, hell lot of features dont know whether everyone uses all the features or not. Pics taken from the camera are awesome. Battery life is good, super fast charging. Phone size is also good while holding the phone with one hand. Only drawback that I have seen is removal of 3.5mm audio jack, so I have ordered one from oneplus site for 1.5K. Overall its an awesome phone. Thanks for Amazon for a quick delivery."
175,"The One Plus McLaren edition is amazing no doubt about that the only issue I have is the warranty card and pin ejector are missing from the package box. I didn't shoot the unboxing video assuming there won't be any problem.
So the only concern of mine is whether the warranty card will be provided or not; if not then at the service center what document should I provide for any services that I would be needing during the warranty period."
176,"My sister is not a tech savvy person. She didn't want to spend a lot of money. Her iPhone broke twice. So she was sick and tired, asked me for a suggestion and we purchased this for her. Right off the bat, the setup process was easier than expected. All her contacts came through immediately, she found the phone big but not so big that she could not handle it. She was initially worried about using such a big phone but now almost 2 months later, she never even talks about her iPhone. She is a person who works daily and has to report her location to her bosses sometimes working late till 1-2AM and this phone works perfect for her. The screen though it is not as gorgeous as a Samsung s9, it has its own advantages. The customisation, battery life, the fact that this comes with a case, the ease of use have all won my sister over and maybe she will never go back to iOS. For this reason, I want to give the phone a perfect 5 stars. I personally use a s9 plus but if I had to go to a different phone, it would be either the Mate 20 Pro or this. Why not? Did I say it is delightful that this ships with inbuilt 128GB? AMAZING."
177,"Everything is good about the phone but the in-display fingerprint sensor is substantially not accurate and consistent. OnePlus should have gone with the physical fingerprint reader and should have waited for the new Qualcomm 3rd gen in-display fingerprint sensor.
OnePlus actually made its phone slower with this in-display technology by implementing it too soon.

Camera is great as it is always been but the night mode shots are with the night mode is not good at all and infact the normal camera mode in the night will give you better shots as compared to the night mode."
178,"Got the phone last week. Buying this post using One plus 2, 3t, 5t and finally bought this. Was so much excited but ended up feeling cheated. The play store stops downloading apps after sometime, though the internet just works awesome and downloads any size file at the same time from chrome. Got the device replcaed as google & one plus said it might be device issue. But even the NEW DEVICE does not work properly and play store stops downloading apps after sometime. This is very frustrating. Never expected this from one plus.

Placed request to return it now. Won't suggest anyone to buy it. Go for something else."
179,"Great device. Amazing speed. 8gb ram and superior processor work at lightning fast speed. I play a lot of online games and with this device I can open multiple games without worrying about device slowing down. On my previous phones, the games always caused issues like heating of device, device becoming abnormally slow and rapid battery discharge. This device solved all my issues. I have used fast charging devices as well but the speed of charging of this device is the best among any I have come across till date."
180,"Oneplus 6T is the best phone you can get with less than half the price of iPhones.
All the features are really good. Oneplus has been consistent in upgrading their brand & added new features into their phones. I am skipping the PROs of the phone(which is a huge list, already described by many ppl)
CONs:
Fingerprint sensor - slower than previous models + you need the screen to be switched on before using the fingerprint
Headphone jack removed & extension chord is provided. This is a big let down!
Tq"
181,"What a phone! I have been using it since the past few weeks. Here's my experience:

Pros:
- Battery life for over 16-18 hrs on an average with screen time of 4-5 hrs plus. This is the best I have seen so far, more so impressive with a screen size of 6.4"". So you won't need to charge it during the day mostly. Also, notice a near linear drain until the last juice.
- Speed is fantastic. Not seen a single clipping or lag so far. I need to catch on my speed infact ! Games like ashphalt play completely lag free! What more do you want and at this price point ! Hence no need of frequent restarts ! ,😅👍
- On screen finger print : Quite unlike many critics, I do not see any issues here. It does take a while to get used to it. Acceptable speed for login/unlock. Its one cool feature to show off,😀
- Dual 4G feature on the 6T is a true icing on the top especially for those who use Jio 4G LTE SIM used as a secondary data.
- Display is good with standard 1080 resolution, but not the best. There are better out there in the market. More so, with the bundled screen guard, images and videos do not exactly standout like the Samsung's Super AMOLED displays, which I have used before. I my take off the screen guard one day and check out but for now it remains put on the brand new phone!
- Camera - Sharp and well above avergae photos with the primary camera. Videos are good but the audio capture is outstanding. Nightscapebis very effective. And then there is the pro(manual mode) which is completely customisable, left to your skill with the lens. I have still to get a handle on that one and hence cannot comment as yet. Secondary camera is also nice. Only, I have some trouble taking selfies with the slim form factor, and get a feel that I am missing out on the larger frame. I may be mistaken here though.

Cons
Just a few :
- No ""One hand operation""
- You miss the headphone socket. OnePlus store sells decent headphone (bullet) with USB C plug. You will need one unless you are happy carrying the discerning coverter.
- Status icon list is limited to a few. Not sure why? Is it due to teardrop notch? You need to mostly go an additional touch to pull down and view the usual list of icons typically on the status bar. I find it slightly inconvenient and irritating.
Nothing more to crib about!

Overall a great phone from OnePlus!"
182,"I've always been a OnePlus fan since the days of OnePlus One. I progressed to OnePlus 3, 3T and am now on 6T. Never been disappointed with the hardware and the software. It's blazing fast, nimble, ok with poking around the innards and simply DDG in appearance.

My sons with their Samsung Note 8 and Galaxy 9 are insanely jealous of my 6T. I don't have to say anything more. 😀"
183,"This is my first experience with one plus .
One plus 6t is pretty impressive. Gud battery backup , finger print scanner is real quick , display is amazing , camera is mind blowing,......... Now waiting for the bullet earphones ."
184,"I purchased a 6GB, 128GB phone. I m using the dual camera lens for the first time and noticed some objects getting out of focus in the auto mode. Sound quality is same as before with very little improvement. However, OLED display is certainly good with natural colors. The phone came with pre attached screen guard which absorbs lot of prints requiring frequent cleaning. In screen fingerprint sensor works well. Face recognition is snappy. One plus phones are fast and don't lag like Samsung/Iphone even after 2 years of use."
185,"The display is bright and has got some really good colors. Sound quality is decently loud(just be careful not to cover up your speaker). Since I got my hands on my phone day before yesterday, I haven't given it a rest. After a day's use with reasonable screen brightness(about 75%) and screen on time just above 5 hours, I ended up with 50% juice left. And the warp charging speed is just as promised. I was surprised to see that the battery drained only up to 3% over night. Nightscape in the stock camera is not as good as that in the pixel 3. But I downloaded the pixel 3 gcam mod and it's working just fine."
186,"So I’ve had the OnePlus 6T for a good month now and I think it’s time for a review of the device.

Some background – I wouldn’t call myself a fanboy but I’ve owned all OP phones except for the 3 series. I find their performance to budget ration incredible and while they’ve had problems till OP2 with mediocre hardware, OP5 was the best android experience I’ve had in quite a bit. Then they followed up with the 6 which stuttered a bit out of the box, but they’ve managed to iron out the kinks and now is definitely close to the Pixel when it comes to usability. No hyperbole.

Anyway, coming to this phone, it is definitely one of the best android phones out in the market at this time. The 6 was a good step forward, but I wanted to wait for the 6T and so got this instead. Pretty much everyone here has talked about the specs and the water drop front camera, so I’ll talk about quality of life with this device for over the period.

The exterior has never been exposed to the elements owing to the silicone cover that came bundled with the phone. It is a gorgeous looking device with typical OP design hints. People have always asked me what OP device it is – meaning OP has already established itself as one of the better looking manufacturers of mobile phones.

The camera is fantastic. I have attached a few images but you can’t make out the difference when the resolutions is scaled down. If I’m being brutally honest, I’d say this is still a few notches below the big players, Pixel and iPhone X. But it’s good enough to blow almost any other phone out of the water.

One Plus is a fantastic brand and I urge you to give it a shot – for me, it has been one of the best Android experiences ever."
187,"I have used iphones and latest was pixel 2XL. Was very sceptical about buying this one plus 6t thinking it might be just a Chinese phone.
But to my surprise I was wondering how actually we are being cheated by Google and Apple for such high pricing for their flagships.
This phone is just having all the right things at such a affordable price.
Pros:
Dual sim
Volte and good WiFi and network reception
Battery lasts for one and half days - good
Display is having good screen to body ratio
Camera is better and not awesome when compared to google Pixel
No heating up or hanging issues
Slim and handy
Cons:
Display is not having that much clarity when compared to Samsung or other flagships

Conclusion:
Yup. This is a phone made with so much sense and thinking. Don't waste money in spending for brands. Go for this phone. It is a package with all features with good pricing and will never disappoint you. Thanks for reading."
188,Worst camera quality gives colour issues
189,"I think der is no pretty much change in upgrading from OnePlus 6to 6T,but d product is gud if u get used to it.The Indisplay fingerprint sensor is lagging in terms of speed.pictures r good but capturing of image is slow so u may get blurred or shaky images..battery life is good..n sound system is better..hope OnePlus solves d issues in next updates"
190,"Oneplus always rocks! Been using it since Nov 2, 2018, I just love it! I'm oneplus user since 2015, camera has improved a lot, still cannot match Iphone quality. yet, compared to all other phones(except Iphone), 6T camera is way too good. Audio quality, Performance and battery life are awesome!

Only con I see is this phone is heavy."
191,"That 10 gigs of RAM, holy moly,, ""SALUTE TO SPEED"" and this slogan as per one plus team is accurately correct. Works seamlessly, without any trouble. 256 gigs of storage, thats a lot for most people. Camera fine, sound is good compared to other single speaker phone. The real deal is the display,, I'm loving it.. 🥰
Will update later after testing this beast for a week.

Edit:-
I think the phone wifi has some software problem, because it does not download things on playstore or even update certain applications during 1st attempt ( turning it off and on again & again ). I think it can be fixed with a software update.

Rest All:--

No more complaint. This is beast and works flawlessly."
192,"Purchased the Midnight Black with 8GB RAM + 128GB Storage. A premium smart phone which is sleek, fast and good looking. Have been using the system for nearly a week and am very impressed with the performance of the phone. Battery charge is holding for a good 2 days and thanks to super fast charging, it gets charged soon. Have been watching videos and playing games like Asphalt 9, Need for speed, Fifa. The Graphics and performance is very good. Sound quality is good. Haven't noticed any heating issues so far.
Impressed by the on screen fingerprint scanner. Face detection is also awesome. Haven't noticed any lag.
Call quality is very good.
Overall a very good, solid built phone"
193,"There are many reviews from users as well as reviewers out there. Just my 2 cents:
Pros:
Incredible Battery life with the fastest charging system on the market.
Screen is vibrant and has various colour modes to suit your preference.
Performs like a champ with gaming loads such as Pubg and Asphalt.
Slim and light though mandatorily needs a case as most of the construction is glass .
Camera is a hit and miss sometimes, highly recommend the Pixel 3 camera app port. When it works well, the pictures are fantastic.

Cons:
Some minor bugs such as the accelerometer requires a shake sometimes to get orientation.
The bokeh mode is a hit and miss with recognizing faces and objects.
Build quality is top notch (Heh!) but fragile.
If you're used to a 3.5mm jack, you will most certainly miss the jack.
Never cared about wireless charging so that didn't really matter to me.
Mono speaker."
194,"Does not use global standard power pin. It is big. U need to carry it, means uou cannot use others in case you forgot.

Head set jack and space is not available. Mean you have tk use the oneplus specific adaptor if you want to use.

Power charging is not that fast. It took me 3 hours to charged and already half is gone within 3 hours.

Some of the app was not working

It is diagonally 6.4. but actually some where near to 5.5 horizonal.

Yhe finger print reader is overlapping the keyboard. Many time finger print does not recognise.

Do not recommend. Lost my huge money"
195,"Pros: Works as described, battery is much improved over a OnePlus 3T which is what this phone has replaced. Much smoother to operate too.

Cons: The display is not great compared to other mobiles that are in similar price range or slightly more expensive.

Other thoughts: Not a worthwhile upgrade from a OnePlus 5T which is also what i own"
196,"Best thing about this phone is the software..it's better optimized than pixel 3.you can install Google cam if u want Google nightmode.. great performance and premium looks in a unbetable price..trust me pocophone doesn't even compare to the fluidity and usability of oxygen OS..been using it for 3monts no problems faced.. great community support is also present and you get regular monthly updates..will highly recommend to buy it..it's oled pannel also supports hdr..and playing pubg on it will make your friends more than jealous..the fast charger is to die for...just one hour of charge last 24 hours with screen on time 7hours plus..and 10hours if it's in battery saver..the hardware is great but the software is where OnePlus is leading..it's oxygen OS is better than stock Android it has global dark mode, inbuilt applocker ,touch ID support, AR support any many more awesome features..my best purchase to date."
197,No earphone and no case cover in this cover so it's absolutely fake products ..it has a big cheating to as…
198,"One Plus 6T is an amazing phone for speed and performance and camera quality. It also has a very good battery backup and can easily go upto 1.5 days at least with day long internet browsing and video streaming and music. If you are a hard core gamer like me, you can definitely count on this phone! Great gaming performance without lag or heating issues and can easily support hours of gaming time without charging. I have been using this for about 15-20 days now and am already a big fan of this One Plus device. This is my 2nd One Plus phone and they have proved it again that this really is a flagship killer!"
199,"Writing this review after using the OnePlus 6T around a month. I boutgh 8GB/256GB, Midnight black Model. Following are the pros and cons, I observed:

Pros:
-Speed is really fast.
-Smooth and user friendly operating system.
-Premium look.
-Excellent screen and colours.
-Best in class camara.
-Full battery charge in 60 mins. In normal usage battery lasts around 30 hours.
-Company provided fast charger.
-Company provided mobile cover which is quite decent. I am using the same cover and it really holds the premium aesthetics of the phone.
-Phone has 8 GB RAM but it does not get heat while charging or on excess use.

Cons:
-I did not like the sound quality at the high volume. It loses voice clarity on full volume.
-Difficult to use without a cover, it's too slippery.
-Slightly on a heavier side phones.
-Auto Brightness does not give good results while watching videos. You have to increase Brightness manually.
-3.5 audio jack not there.
-Phones in peer companies provide front flash as well, which is not in this phone. Though it uses screen light for the same feature but that's not as effective.

Hope you find this review useful. Don't forget to like it :)"
200,"I have been using Samsung Flagships all my life. Switching to OnePlus was a nervous decision but it made all the difference.

OnePlus does everything better. (except Camera - which I hope will get better in future).
Samsung just cannot compete with the performance and endurance of OnePlus.
Although Samsung phones feel more premium in the hand, but everything else in OnePlus far outweighs the lack of supreme build quality.

A good decision for sure!"
